Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2017 Revenue/Yr,2019 % Sales Growth,2018 % Sales Growth,2017 % Sales Growth,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2019 % Employee Growth,2018 % Employee Growth,2017 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source ,
"AtoZDatabases","03/02/2022","09/02/2022","Target","Target Optical","4522 Fredericksburg Rd","4522","","Fredericks","Rd","","San Antonio","TX","78201","6521","Jose Deleon","Jose","","Deleon","Office Manager","Unknown","30","368,000","$3,089,000","4522 Fredericksburg Rd","4522","","Fredericks","Rd","","San Antonio","TX","78201","6521","(210) 280-0003","N/A","(800) 591-3869","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4916608","-98.5508496","","Department Stores","Branch","","No","5311001","Department Stores","5712001","Furniture Stores","5411001","Grocery Stores","5331001","Variety Stores","5912003","Drug Stores","5941001","Sporting Goods & Bicycle Stores","5731001","Radio Television & Consumer Electronics Retail Stores","5651001","Family Clothing Stores","5912005","Health Care Products Stores","","","455110","Department Stores","449110","Furniture Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","455219","All Other General Merchandise Retailers","456110","Pharmacies and Drug Retailers","459110","Sporting Goods Retailers","449210","Electronics and Appliance Retailers","458110","Clothing and Clothing Accessories Retailers","","","","","No","10 to 24","Public","No","5000 to 9999","www.target.com","No","1902","","","","100","594998","594998","396665","594998","0.0","50.0","-33.33","3","3","2","3","0.0","50.0","-33.33","Jose","Deleon","Office Manager","Unknown","Administration & Operations","Phil","Cuellar","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$5000 to $9999","$50000 to $99999","11132550172775","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","H-E-B LP","","2118 Fredericksburg Rd","2118","","Fredericks","Rd","","San Antonio","TX","78201","4470","Rene Fletus","Rene","","Fletus","Manager","Unknown","30","45,000","$3,052,000","2118 Fredericksburg Rd","2118","","Fredericks","Rd","","San Antonio","TX","78201","4470","(210) 737-2047","(210) 731-8926","(800) 432-3113","Bexar","500000 or more","San Antonio-New Braunfels TX","29.465435","-98.525856","","Grocery Stores","Branch","","No","5411001","Grocery Stores","5912005","Health Care Products Stores","5963037","Household Products","5441001","Candy Nut & Confectionery Stores","5431001","Fruit & Vegetable Markets","5451001","Dairy Products Stores","5411015","Food Markets","5461001","Bakeries","5912003","Drug Stores","5411003","Supermarkets","445110","Supermarkets and Other Grocery (except Convenience) Stores","459999","All Other Miscellaneous Retailers","445292","Confectionery and Nut Stores","445230","Fruit and Vegetable Markets","445298","All Other Specialty Food Retailers","311811","Retail Bakeries","456110","Pharmacies and Drug Retailers","","","","","","","No","10 to 24","Private","No","5000 to 9999","www.heb.com","No","1905","","","","95","6537668","6537668","6755590","6755590","0.0","-3.23","0.0","30","30","31","31","0.0","-3.23","0.0","Rene","Fletus","Manager","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$5000 to $9999","$50000 to $99999","11132543543393","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Ricos Products Co Inc","","621 S Flores St","621","S","Flores","St","","San Antonio","TX","78204","1220","Tony Liberto","Tony","","Liberto","Chief Executive Officer","Male","40","","$2,765,000","621 S Flores St","621","S","Flores","St","","San Antonio","TX","78204","1220","(210) 222-1415","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.418104","-98.497903","","Grocery Stores","","","No","5411001","Grocery Stores","5331001","Variety Stores","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","455219","All Other General Merchandise Retailers","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","www.ricos.com","No","2019","","","","84","2765000","0","0","0","0.0","0.0","0.0","40","","","","0.0","0.0","0.0","Tony","Liberto","Chief Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140016868077","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Marios & Brother Corporation","Mario's Grocery","2902 Guadalupe St","2902","","Guadalupe","St","","San Antonio","TX","78207","5161","Imad Elayna","Imad","","Elayna","Owner","Male","40","","$2,762,000","2902 Guadalupe St","2902","","Guadalupe","St","","San Antonio","TX","78207","5161","(210) 438-1788","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.419904","-98.53285","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","1984","","","","91","8716890","8716890","9152735","9370657","0.0","-4.76","-2.33","40","40","42","43","0.0","-4.76","-2.33","Imad","Elayna","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11132553520528","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Botello Food Store","","1200 El Paso St","1200","","El Paso","St","","San Antonio","TX","78207","4918","Gladys Lopez","Gladys","","Lopez","Owner","Female","40","","$2,762,000","1200 El Paso St","1200","","El Paso","St","","San Antonio","TX","78207","4918","(210) 226-8903","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4192318","-98.5132325","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","Yes","1986","","","","91","8716890","8716890","7845201","8716890","0.0","11.11","-10.0","40","40","36","40","0.0","11.11","-10.0","Gladys","Lopez","Owner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11132553537574","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","H-E-B LP","","1301 Guadalupe St","1301","","Guadalupe","St","","San Antonio","TX","78207","5520","Thomas Day","Thomas","","Day","Partner","Male","40","45,000","$2,762,000","1301 Guadalupe St","1301","","Guadalupe","St","","San Antonio","TX","78207","5520","(210) 724-1147","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4186651","-98.5146395","","Grocery Stores","Branch","","No","5411001","Grocery Stores","5912005","Health Care Products Stores","5963037","Household Products","5441001","Candy Nut & Confectionery Stores","5431001","Fruit & Vegetable Markets","5451001","Dairy Products Stores","5411015","Food Markets","5461001","Bakeries","5912003","Drug Stores","5411003","Supermarkets","445110","Supermarkets and Other Grocery (except Convenience) Stores","459999","All Other Miscellaneous Retailers","445292","Confectionery and Nut Stores","445230","Fruit and Vegetable Markets","445298","All Other Specialty Food Retailers","311811","Retail Bakeries","456110","Pharmacies and Drug Retailers","","","","","","","No","10 to 24","Private","No","10000 to 49999","www.heb.com","No","1905","","","","95","8716890","8716890","9370657","8716890","0.0","-6.98","7.5","40","40","43","40","0.0","-6.98","7.5","Thomas","Day","Partner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140000272746","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","H-E-B LP","","108 N Rosillo St","108","N","Rosillo","St","","San Antonio","TX","78207","3706","Daniella Martinez","Daniella","","Martinez","Manager","Female","40","45,000","$2,762,000","108 N Rosillo St","108","N","Rosillo","St","","San Antonio","TX","78207","3706","(210) 227-0447","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.428382","-98.524545","","Grocery Stores","Branch","","No","5411001","Grocery Stores","5912005","Health Care Products Stores","5963037","Household Products","5441001","Candy Nut & Confectionery Stores","5431001","Fruit & Vegetable Markets","5451001","Dairy Products Stores","5411015","Food Markets","5461001","Bakeries","5912003","Drug Stores","5411003","Supermarkets","445110","Supermarkets and Other Grocery (except Convenience) Stores","459999","All Other Miscellaneous Retailers","445292","Confectionery and Nut Stores","445230","Fruit and Vegetable Markets","445298","All Other Specialty Food Retailers","311811","Retail Bakeries","456110","Pharmacies and Drug Retailers","","","","","","","No","10 to 24","Private","No","10000 to 49999","www.heb.com","No","1905","","","","95","8716890","8716890","9588579","0","0.0","-9.09","0.0","40","40","44","","0.0","-9.09","0.0","Daniella","Martinez","Manager","Female","Customer Service & Support","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140014734853","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Aurora Market","","1424 Guadalupe St Ste 2","1424","","Guadalupe","St","","San Antonio","TX","78207","5543"," ","","","","","","40","","$2,670,000","1424 Guadalupe St Ste 2","1424","","Guadalupe","St","","San Antonio","TX","78207","5543","(210) 437-2774","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.418395","-98.5165042","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","2014","","","","83","8716890","8716890","7845201","8934812","0.0","11.11","-12.2","40","40","36","41","0.0","11.11","-12.2","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140003256972","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Lukky Store","","326 N Zarzamora St","326","N","Zarzamora","St","","San Antonio","TX","78207","3323"," ","","","","","","40","","$2,624,000","326 N Zarzamora St","326","N","Zarzamora","St","","San Antonio","TX","78207","3323","(210) 432-3800","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4307755","-98.5264829","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","2015","","","","83","8716890","8716890","9370657","10242346","0.0","-6.98","-8.51","40","40","43","47","0.0","-6.98","-8.51","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140005334041","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Primos Grocery","","600 S Zarzamora St","600","S","Zarzamora","St","","San Antonio","TX","78207","5254"," ","","","","","","40","","$2,578,000","600 S Zarzamora St","600","S","Zarzamora","St","","San Antonio","TX","78207","5254","(210) 437-3751","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4226518","-98.5274576","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","2016","","","","83","8716890","8716890","9806501","10242346","0.0","-11.11","-4.26","40","40","45","47","0.0","-11.11","-4.26","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140009697111","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Food Mart Brazos","","1822 S Brazos St","1822","S","Brazos","St","","San Antonio","TX","78207","7006"," ","","","","","","40","","$2,482,000","1822 S Brazos St","1822","S","Brazos","St","","San Antonio","TX","78207","7006","(210) 222-8813","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4078969","-98.5154","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5411003","Supermarkets","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","2014","","","","87","7487152","7487152","8235868","7674331","0.0","-9.09","7.32","40","40","44","41","0.0","-9.09","7.32","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140003452655","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","P G Food Inc","","402 Menchaca St","402","","Menchaca","St","","San Antonio","TX","78207","1230"," ","","","","","","40","","$2,440,000","402 Menchaca St","402","","Menchaca","St","","San Antonio","TX","78207","1230","(210) 732-7272","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4399218","-98.5097487","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","2019","","","","80","2440000","0","0","0","0.0","0.0","0.0","40","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140015106879","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Aguilar Grocery","","900 Leal St","900","","Leal","St","","San Antonio","TX","78207","2207"," ","","","","","","40","","$2,440,000","900 Leal St","900","","Leal","St","","San Antonio","TX","78207","2207","N/A","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4341541","-98.51489","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","10000 to 49999","","No","2019","","","","80","2440000","0","0","0","0.0","0.0","0.0","40","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25000 to $99999","$25000 to $99999","$20000 to $49999","$25000 to $99999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$10000 to $24999","$50000 to $99999","11140016628479","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Adelita Tamales & Tortilla Factory","","1130 Fresno","1130","","Fresno","","","San Antonio","TX","78201","4226","Robert Borrego","Robert","","Borrego","Owner","Male","14","","$1,878,000","1130 Fresno","1130","","Fresno","","","San Antonio","TX","78201","4226","(210) 733-5352","(210) 733-0337","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4738941","-98.5124471","","Grocery Stores","","","Yes","5411001","Grocery Stores","2099001","Food Preparations","5499036","Mexican & Latin American Food Products Stores","5149082","Tortillas Wholesale","5411020","Ethnic Grocery Stores","2099002","Mexican Food Products Production","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","311999","All Other Miscellaneous Food Manufacturing","311942","Spice and Extract Manufacturing","424490","Other Grocery and Related Products Merchant Wholesalers","311830","Tortilla Manufacturing","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","www.adelitatamales.com","No","1986","","","","93","3050912","3050912","3268834","2179223","0.0","-6.67","50.0","14","14","15","10","0.0","-6.67","50.0","Robert","Borrego","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$15000 to $24999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$25000 to $99999","$25000 to $99999","$2000 to $4999","$20000 to $49999","11132554594048","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Longoria's Grocery & Grill","","201 Brady Blvd","201","","Brady","Blvd","","San Antonio","TX","78207","8032","Carol Longoria","Carol","","Longoria","Owner","Female","22","","$1,680,000","201 Brady Blvd","201","","Brady","Blvd","","San Antonio","TX","78207","8032","(210) 227-8500","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.402274","-98.5244407","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","5000 to 9999","","Yes","2015","","","","83","4794290","4794290","4576367","4358445","0.0","4.76","5.0","22","22","21","20","0.0","4.76","5.0","Carol","Longoria","Owner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$25000 to $99999","$20000 to $49999","$15000 to $24999","$10000 to $24999","$25000 to $99999","$25000 to $99999","$5000 to $9999","$20000 to $49999","11140005334028","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Pik Nik Foods","","919 Guadalupe St","919","","Guadalupe","St","","San Antonio","TX","78207","5545"," ","","","","","","7","","$1,361,000","919 Guadalupe St","919","","Guadalupe","St","","San Antonio","TX","78207","5545","(210) 223-6745","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4182978","-98.510523","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","www.piknik.com","No","1988","","","","90","1310252","1310252","1497430","1871788","0.0","-12.5","-20.0","7","7","8","10","0.0","-12.5","-20.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$10000 to $24999","$10000 to $24999","Up to $1999","$7500 to $19999","11132545624719","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Golden Courts LLC","","160 Spencer Ln","160","","Spencer","Ln","","San Antonio","TX","78201","2106","Angela Dipaolo","Angela","","Dipaolo","Executive Officer","Female","5","","$1,312,000","160 Spencer Ln","160","","Spencer","Ln","","San Antonio","TX","78201","2106","(210) 731-8839","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4836484","-98.5380688","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","www.corporatehousingbyowner.com","No","2015","","","","78","1089611","1089611","1525456","1525456","0.0","-28.57","0.0","5","5","7","7","0.0","-28.57","0.0","Angela","Dipaolo","Executive Officer","Female","Strategic Planning & Business ","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$10000 to $24999","$5000 to $9999","Up to $1999","$7500 to $19999","11140004996736","No","","","AtoZDatabases",
